lat,lon,name,address
24.98292,121.566017,躍獅奕新藥局,臺北市文山區木新路２段２７５號
24.991259,121.541429,欣安景美藥局,臺北市文山區景文街７７號
24.98236,121.564164,北一藥師藥局,臺北市文山區木新路３段４７號
25.00139,121.57064,杏一萬安藥局,臺北市文山區萬安街１５號
25.000892,121.555001,大樹文山藥局,臺北市文山區興隆路３段１３號（１、２、３樓）
24.988605,121.567356,杏一木柵藥局,臺北市文山區木柵路３段９８號
24.984259,121.560676,光明大藥局,臺北市文山區忠順街１段６６號
25.003451,121.550456,福興藥局,臺北市文山區福興路５６號
25.000216,121.55218,路加健康藥局,臺北市文山區興隆路２段２２０巷３９號
24.993464,121.544663,健安藥局,臺北市文山區景興路１６５號
25.001973,121.538756,逸全生活藥局,臺北市文山區羅斯福路５段２２２號
24.99958,121.556874,躍獅新芳藥局,臺北市文山區興隆路３段１６號（實際營業地址：１樓）
25.000306,121.55833,綠杏萬芳藥局,臺北市文山區興隆路３段１１１號
24.98756,121.569489,躍獅木柵藥局,臺北市文山區指南路１段２８號
24.987838,121.57422,專品政大藥局,臺北市文山區指南路２段８號
24.988655,121.567597,大樹木柵藥局,臺北市文山區木柵路３段１０８號、１１０號（１樓、２樓）
